YEAR,ECOSUBCD,SPCD,COMMON_NAME,SCIENTIFIC_NAME,FSI,PERC_FSI,FSI_STATUS,FSI_INT,PERC_FSI_INT,PREV_RD,CURR_RD,TPA_RATE,BA_RATE,FSI_VAR,PERC_FSI_VAR,PREV_RD_VAR,CURR_RD_VAR,TPA_RATE_VAR,BA_RATE_VAR,nPlots,N
2018,242Ac,108,lodgepole pine,Pinus contorta,0.00155284576399956,37.0101601464245,Expand,0.000294783853859702,15.3071136866933,0.00419572830232559,0.0198911351209067,0.157251019219569,0.459851360808707,1.41529609567099e-06,3816.15968713098,2.43556459092817e-05,0.000115048172409601,0.0743743408272117,0.58749866511595,2,65
2018,242Ac,202,Douglas-fir,Pseudotsuga menziesii,0.00660144870307073,1.49175078446799,Expand,0.000396864730237389,0.106280137698813,0.442530265229594,0.509045914929258,0.0140230856537237,0.0177854954223957,4.82049971562341e-06,0.345709464607833,0.00857353205419496,0.00901600430053012,0.000612252562383809,0.000109192636515472,12,120
2018,242Ac,231,Pacific yew,Taxus brevifolia,0.000159531596928402,2.16301326314228,Expand,2.38060638505196e-05,0.282767595822829,0.00737543313519239,0.00901572961155613,0,0.0288532373538077,5.83605185831142e-09,0.823385534365096,1.91639137504106e-07,1.50664016191931e-06,0,0.000137257583073917,2,42
2018,242Ac,242,western redcedar,Thuja plicata,0.00268225071849129,1.20907838126708,Expand,0.000602795003252953,0.250646661339458,0.221842583578441,0.249303825202954,-0.0194532864750364,0.04178139318448,8.18854723712753e-06,1.41576580812291,0.00501511504009346,0.00751742149761373,0.000112362254364669,0.000810593031303918,6,89
2018,242Ac,263,western hemlock,Tsuga heterophylla,-0.000677309905962749,-0.572254309572676,Decline,0.00033401376831827,0.263482659985281,0.118358201001321,0.111495305043789,-0.0138350257690225,-0.00378774820785189,3.06603566310679e-06,1.90788653175582,0.00242429386886557,0.00190386934490067,0.000306532081718293,0.000149235084585426,5,108
2018,242Ac,312,bigleaf maple,Acer macrophyllum,-4.03422972192763e-06,-0.02592571499927,Stable,0.000226321877680258,1.45239420609505,0.0155607269540733,0.0159456652244021,0.0824411160477751,0.00177649388258062,7.80896697286643e-07,32.1595176555049,3.2345523016243e-05,2.34277814473667e-05,0.0268162619471534,0.000171424054929217,4,61
2018,242Ac,351,red alder,Alnus rubra,0.000459928041956954,0.837932404651186,Stable,0.000553273511630066,1.01242736749265,0.0548884420036737,0.0594020365455302,-0.0491176083039251,0.0186260226789178,1.0404840345675e-05,34.8404227611099,0.000668792109243336,0.00166209888359873,0.000736345878222968,0.00472735883714883,5,133
2018,242Ac,361,Pacific madrone,Arbutus menziesii,0.000141406259656406,0.954049716247917,Expand,5.26874376019215e-05,0.283705079345921,0.0148216866739951,0.0162781711484561,0,0.0125449601541995,1.77390565190859e-08,0.514340336656116,7.9443499496579e-06,1.75595295497283e-05,0,8.619646978317e-05,2,27
2018,242Ad,11,Pacific silver fir,Abies amabilis,0.00523798894679911,4.53859561038091,Expand,0.00166693343131834,1.13209794173531,0.115409906421681,0.166742198100312,-0.00428937940490169,0.0942723689301695,1.77563164191062e-05,8.19000871307177,0.000402898234167496,0.00376600744173245,5.39484795791705e-05,7.39565549902048e-06,2,27
2018,242Ad,15,white fir,Abies concolor,0,,Stable,0,,0,0,,,0,,0,0,,,0,22
2018,242Ad,17,grand fir,Abies grandis,0.000117393729571499,0.850364811662865,Stable,0.000156731551186797,1.22181433722234,0.0138051019940417,0.0150463742463149,-0.0318575880102048,0.0274057473380875,1.10355097143975e-06,67.064079451315,9.183389221213e-05,4.49813356391401e-06,0.00893566499640452,0.00045430155830022,9,175
2018,242Ad,19,subalpine fir,Abies lasiocarpa,0.00531813225436794,12.2878135133513,Expand,0,1.60229090003562e-07,0.0432797279075691,0.0953974240003749,0.0510204081632653,0.146338940981798,0,3.67323268913465e-14,-1.32104834955348e-18,0,-1.28533759572444e-18,-6.60790780284677e-18,1,8
