YEAR,ECODIV,SPCD,COMMON_NAME,SCIENTIFIC_NAME,FSI,PERC_FSI,FSI_STATUS,FSI_INT,PERC_FSI_INT,PREV_RD,CURR_RD,TPA_RATE,BA_RATE,FSI_VAR,PERC_FSI_VAR,PREV_RD_VAR,CURR_RD_VAR,TPA_RATE_VAR,BA_RATE_VAR,nPlots,N
2018,24,375,paper birch,Betula papyrifera,4.85852786929964e-05,0.0435698745801175,Stable,0.000333606992002219,0.301475949339176,0.111511174088088,0.112109598899329,0.115676113174074,-0.0111359614159214,2.42113460264364e-06,1.97721541991933,0.00149341560924326,0.000875525616880637,0.00855728860451355,9.40233281003637e-05,10,86
2018,24,431,"giant chinkapin, golden chinkapin",Chrysolepis chrysophylla,-0.000301311281758368,-1.49012760174645,Stable,0.000479135847986466,2.11138902869374,0.0202205020164198,0.0170286168663227,0.308071776451072,-0.0812516528645803,4.15742274869225e-06,80.7315663847927,0.000234269336094621,3.65015308136614e-05,0.211831470960364,0.000788697352275533,5,72
2018,24,492,Pacific dogwood,Cornus nuttallii,0.00104815397077909,7.47915714584762,Expand,0.000112593454241065,1.10116299540047,0.0140143327695824,0.0244813228120752,0.222654129675938,0.0226125311754417,5.62915416115493e-07,53.8418623595712,0.000413996322768815,0.00069838806936837,0.0673916571974993,0.0038031754460371,9,173
2018,24,542,Oregon ash,Fraxinus latifolia,0.00325744049125081,2.5267479872397,Expand,0.000174097577631123,0.124125605921609,0.128918297657747,0.161087006891785,0.032661730861768,0.0208026231294218,2.95549507241485e-06,1.50233763113702,0.000858082879129629,0.0015278148525696,0.000978041395380384,0.000159709544753318,30,377
2018,24,661,Oregon crab apple,Malus fusca,0.0027186288231177,57.7334837845929,Expand,0.000259069107823816,12.1456601032124,0.00470892910821226,0.033614880720991,6.37565344032671,0.20690664668195,1.94934219036193e-06,4284.48937244699,1.26120308201787e-05,0.000177840106963281,41.1868025476166,0.106288956045013,8,114
2018,24,747,black cottonwood,Populus balsamifera,0.00176090416337081,2.5887098893027,Expand,0.00053161649677395,0.736921775238018,0.0680224605564097,0.0851079817022501,0.0454710805954797,0.0335513238113071,1.17398383459903e-05,22.5583846510121,0.000359765828572978,0.00201907087891846,0.022783272374048,0.000724825134507268,30,162
2018,24,760,cherry and plum spp.,Prunus spp.,,,Stable,,,,,,,,,,,,,0,12
2018,24,763,chokecherry,Prunus virginiana,-9.55371473480734e-05,-0.636835309389801,Stable,0.000133357748554829,0.811347686948518,0.0150018609112008,0.0144808296399683,0.0224951573239669,0.0188554433822812,5.30416980194105e-07,19.6333728332922,0.000106004612953358,1.46561656055102e-05,0.012976479765133,0.00152226078502034,6,117
2018,24,768,bitter cherry,Prunus emarginata,0.000748629180824302,5.48427438629519,Expand,4.26818919673368e-05,0.449111321804691,0.0136504691066346,0.020957892726387,-0.0196163811163965,0.0839766700983418,2.36915779790754e-07,26.230989307889,2.3125200364052e-05,1.30121228217429e-05,0.0017950112434394,0.00515153527414825,42,502
2018,24,771,"sweet cherry, domesticated",Prunus avium,0.00374555401651273,Inf,Expand,7.21175256852937e-05,,0,0.0386317406524327,Inf,Inf,6.8179177667504e-07,,0,7.01021650099356e-05,,,4,506
2018,24,815,Oregon white oak,Quercus garryana,0.000528073065159596,0.570590873115256,Expand,5.48803349152469e-05,0.0626566548709852,0.0925484598581947,0.0979250910078074,-0.0221434717837025,0.0208731709273028,6.41796703747439e-07,0.836562486813035,0.0611957970464684,0.064823694142107,0.000147122860789678,0.00507832972870413,29,821
2018,24,818,California black oak,Quercus kelloggii,-0.00175785071524497,-7.69966209174427,Decline,0.000310501512431258,0.765208670520525,0.0228302319543318,0.00568957879787549,-0.088968981931208,-0.085258194736735,9.42602053175755e-07,5.72480510567973,3.309542799826e-05,1.71726426665299e-05,9.57322304760426e-05,0.00022850426279394,3,40
2018,24,901,black locust,Robinia pseudoacacia,0.000907207103412164,Inf,Stable,,,0,0.00879990890309799,Inf,Inf,-2.42856617774672e-22,,0,-3.1085647075158e-20,,,1,58
2018,24,998,Unknown dead hardwood,Tree broadleaf,0,,Stable,0,,0,0,,,0,,0,0,,,0,28
2018,24,999,Other or unknown live tree,Tree unknown,-0.00749595266876016,-9.70873786407767,Stable,,,0.0772083124882296,0,-0.0970873786407767,-0.0970873786407767,-1.98859907936995e-20,-3.33594677849805e-14,1.27270341079677e-18,0,0,0,1,28
2018,26,15,white fir,Abies concolor,0.00199726297507189,2.22032536720275,Expand,0.000102696001113183,0.074264732191017,0.089953616914629,0.108707794207481,-0.0330417109987045,0.045684098298923,1.47862883448486e-06,0.773245397650876,0.00438368263954113,0.00573059443384163,0.000991182154043922,0.00100004436813279,4,541
2018,26,17,grand fir,Abies grandis,0.00339838513509705,41.4696935034202,Expand,0.000155067795279592,6.53344397419028,0.00819486436478429,0.0417870461788029,0.595018964391687,0.114224050009021,6.04491860438181e-07,1073.07870258626,3.59615871281433e-05,8.64271743470892e-05,0.320182151469096,0.00150210071217246,10,99
2018,26,41,Port-Orford-cedar,Chamaecyparis lawsoniana,0.00103199657408562,11.421374470381,Expand,2.37858214612906e-05,0.727017590782201,0.00903566008418595,0.0183067580508888,-0.0496731728906011,0.013502971007108,4.49983526050185e-09,4.20387838063469,1.07066991961799e-06,1.20205287689317e-09,0.000596108303436319,4.28530710265179e-05,2,33
2018,26,54,Monterey cypress,Cupressus macrocarpa,-0.0209886345854771,-10.4166666666667,Decline,6.17556383936876e-10,,0.20149089202058,0,-0.104166666666667,-0.104166666666667,3.46291325500593e-19,-4.26482070545083e-14,2.2162644832038e-17,0,0,1.82971880164133e-17,1,6
2018,26,55,Sargent's cypress,Cupressus sargentii,0.00950076019771413,56.0886920673196,Expand,0.00554946319019396,54.6546581984349,0.0169388157354623,0.108513857044025,0.947454931883487,0.127648258692005,6.82354613609886e-05,6618.54532714804,9.74089942010651e-05,0.00480146104935823,1.8816168264396,0.032628260496967,3,11
2018,26,62,California juniper,Juniperus californica,0,,Stable,0,,0,0,-0.099009900990099,-0.099009900990099,0,,0,0,-1.41108659872034e-17,0,1,7
2018,26,81,incense-cedar,Calocedrus decurrens,0.000483782973963755,6.06835591170146,Expand,7.63921871402474e-05,3.23604196557316,0.0079722247838313,0.0123870975451591,1.10753259818337,0.0129983358680575,5.55357117594081e-08,99.655837611103,8.52172420118167e-05,5.15640270811284e-05,4.23155832850762,5.94853691782082e-05,2,39
2018,26,93,Engelmann spruce,Picea engelmannii,,,Stable,,,,,,,,,,,,,0,20
2018,26,98,Sitka spruce,Picea sitchensis,0.00830880974059642,4.39692879810543,Expand,0.000483264875103775,0.0762299954514513,0.18896848509752,0.270149960578274,0.0434659140547577,0.0544169171256715,6.47908436880691e-06,0.16121110752135,0.00375335420790062,0.00712816803604872,0.00130922161714226,0.000395598809947088,13,109
2018,26,103,knobcone pine,Pinus attenuata,0.000539538777847657,3.01556521332607,Expand,0.000483383869718893,3.21112101780453,0.0178917960541322,0.023045516892952,-0.086433905278314,0.195172044098815,2.64958965547449e-06,116.925075129456,0.000131723330806033,6.42542804463118e-05,0.000908859824506076,0.0222512266298995,9,46
2018,26,108,lodgepole pine,Pinus contorta,0.00795187981096373,Inf,Expand,0.00134230938030977,,0,0.0787236101285409,0.750460761743036,9.95339970804316,0.000155053340625489,,0,0.0151967779147042,5.14619537063791,902.624553921135,2,333
2018,26,109,Coulter pine,Pinus coulteri,0.000945015790360256,2.5838421571746,Expand,0.000268796816704669,0.779892635857163,0.0365740526268686,0.0463164820895069,0.0201800524460059,0.0466762931833932,3.1101545385927e-07,2.6182032986329,8.77868104575714e-05,0.000129135438612402,0.000311128381642666,0.00143356088199506,4,19
2018,26,116,Jeffrey pine,Pinus jeffreyi,-0.000642027519939606,-10.051952361951,Decline,1.41939695588903e-05,0.01452598200312,0.00638709274399102,0,-0.100483227984359,-0.100527922670962,1.33993212932456e-09,0.00140335021478968,1.15842012978675e-07,0,1.40041417082203e-07,1.3998981266676e-07,2,28
2018,26,117,sugar pine,Pinus lambertiana,-0.000336730529094374,-0.8067756336649,Decline,0.000143185632016237,0.320451253130568,0.0417378159482488,0.0385836176040723,-0.0204760970406926,0.0495509222801409,5.20739558401253e-07,2.6082285071854,0.000192805207058023,0.000146101995713469,0.00046354683949513,0.0019158968794535,8,100
2018,26,119,western white pine,Pinus monticola,-0.000939161851106698,-10.5263157894737,Stable,,,0.00892203758551364,0,-0.105263157894737,-0.105263157894737,-3.87869551642679e-22,-4.87256443844146e-14,4.96473026102629e-20,0,2.80920652004174e-18,2.94712178433875e-18,1,29
