YEAR,ECODIV,SPCD,COMMON_NAME,SCIENTIFIC_NAME,FSI,PERC_FSI,FSI_STATUS,FSI_INT,PERC_FSI_INT,PREV_RD,CURR_RD,TPA_RATE,BA_RATE,FSI_VAR,PERC_FSI_VAR,PREV_RD_VAR,CURR_RD_VAR,TPA_RATE_VAR,BA_RATE_VAR,nPlots,N
2018,26,120,bishop pine,Pinus muricata,0.00191923504060121,1.93841232727905,Expand,0.000283909375946335,0.145718956209141,0.0990106704126897,0.118477142014879,-0.0299938146814872,0.0100050430203763,1.1868775541858e-06,0.312664482568308,0.00627355896083914,0.00810743865264963,0.000213713823688603,0.000553808926036887,5,59
2018,26,122,ponderosa pine,Pinus ponderosa,-0.00138087316859325,-4.54707768338193,Decline,0.000128622022369995,0.336285008302355,0.0303683654589822,0.0170540321777859,-0.090975948574716,-0.0109030324176828,6.48459367581355e-07,4.43268749109122,0.000115639431380106,7.46905538625782e-05,0.000124092067245349,7.43020521534277e-05,7,153
2018,26,124,Monterey pine,Pinus radiata,0.00167124217062407,4.69959407861757,Expand,0.000244361615838552,0.849191372236073,0.035561415361977,0.0516742882435513,0.0479746194707954,0.106213216818729,7.85959142532732e-07,9.49172484264175,0.000274966696603227,0.00039122762073232,0.00118713287311912,0.00543479605582806,5,53
2018,26,127,gray or California foothill pine,Pinus sabiniana,-0.00125873975206931,-1.49444094768856,Decline,0.00038520767592397,0.460489209159266,0.0842281358802561,0.0728393665792686,-0.0345630547266831,-0.0153409167374285,2.49400898330842e-06,3.564076879936,0.00124462547676085,0.00135097956553305,0.00043145801422981,0.0010207038437995,12,67
2018,26,202,Douglas-fir,Pseudotsuga menziesii,0.00527161559640999,2.66258922199695,Expand,3.95840688976614e-05,0.0259792298276179,0.197988317268718,0.249770674354176,0.00586201267466834,0.0289813716170607,1.01391915406012e-07,0.0436731989107284,0.000102470324390458,0.000112597379724543,1.23802685702064e-05,7.4684267310757e-06,233,251
2018,26,211,redwood,Sequoia sempervirens,0.00997737184515825,2.44189531839063,Expand,0.000128501454353954,0.0366788673341441,0.408591300782459,0.505629883480692,0.000615757032831047,0.0187169518868603,3.85017517854008e-07,0.0313686794158845,0.000314907598636755,0.000368440477020808,4.1731116246459e-06,4.83101412063178e-06,166,92
2018,26,231,Pacific yew,Taxus brevifolia,1.50860044266857e-05,0.12827936526972,Expand,5.24750162014732e-06,0.0413516866499153,0.0117602736768816,0.0118968672486444,0,0.00152525554340592,3.91123346142322e-10,0.0242881833963879,3.43615642009529e-06,3.90940135251145e-06,0,3.0975460731253e-07,4,57
2018,26,242,western redcedar,Thuja plicata,,,Stable,,,,,,,,,,,,,0,25
2018,26,251,California torreya (nutmeg),Torreya californica,0.00183224116398904,11.753580162056,Expand,0.000813923350441226,7.57386146847504,0.0155887919997692,0.0331676268611044,0.16358719071672,0.0203308318413936,1.04446611152152e-05,904.40312035249,0.000210751981188466,0.000486314054313053,0.294506129007815,0.000706167489330378,4,63
2018,26,263,western hemlock,Tsuga heterophylla,0.00129241570734197,1.68643365510315,Expand,0.000100665900731994,0.150736828824711,0.0766360243956895,0.0893521290031017,-0.0248576605493664,0.035338849900908,4.73710326435602e-07,1.0621523961725,0.000108439059403223,8.53260705019866e-05,9.29129770511784e-05,6.10792390419163e-05,16,182
2018,26,312,bigleaf maple,Acer macrophyllum,0.000490478428581482,0.92132955325859,Expand,6.42737184483478e-05,0.124475621633197,0.053235937873342,0.0585181998774562,0.0191987381261292,-0.00191272866922117,2.24301893213147e-07,0.841268630040893,4.89735673160722e-05,6.08607082026453e-05,9.19160029587466e-05,0.00208491144529834,24,211
2018,26,313,boxelder,Acer negundo,0.000819956123628375,0.705030237707176,Expand,0.000720836508488489,0.663085221256464,0.116300844953111,0.123607925482981,0.0154025395890277,0.0296878971282413,6.01346243916977e-05,50.8849967243615,0.00711079248294208,0.00129032979207655,0.00344535456069781,0.00477854147781954,4,447
2018,26,333,California buckeye,Aesculus californica,0.000540666733118033,0.919177512079836,Expand,8.70950856316926e-05,0.131911308677392,0.0588207093855743,0.0638800683167106,0.0223891095749902,0.00321343383430698,3.47653476285801e-06,7.97486487722474,0.00126437562995047,0.00243708863634016,0.0172238253853052,0.0031423191972644,18,1763
2018,26,351,red alder,Alnus rubra,0.000473559971382816,0.501739042396457,Expand,0.000437806749843936,0.46357658959275,0.0943837196963885,0.0999325574975526,0.0120431366227408,0.00548286770986959,6.56499107229543e-06,7.36058320215165,0.000224668876050613,0.000906177079932401,0.0125885019296276,6.95940238049151e-05,38,134
2018,26,352,white alder,Alnus rhombifolia,0.00117469130184362,6.87295325405186,Expand,7.24104526629337e-05,0.543311805835217,0.0170915072229117,0.0284734003917409,0.145807810374101,0.00133614009801374,6.15000727201254e-07,34.6235335789264,1.07894686752933e-05,1.91351747804316e-05,0.0321068376411155,0.00520995637532013,4,453
2018,26,361,Pacific madrone,Arbutus menziesii,0.000116445708728361,0.156389291160204,Expand,2.70086126390667e-05,0.0361487807409823,0.0744588762213105,0.0756225324164334,-0.0205663102604706,0.00583862298890137,1.83379922713207e-08,0.0328499369353723,4.7920773483658e-05,5.12011041874509e-05,3.68450470773338e-05,4.35793684104352e-06,143,99
2018,26,431,"giant chinkapin, golden chinkapin",Chrysolepis chrysophylla,-0.0024009347490109,-2.54012350843111,Decline,0.000329715135404304,0.183846567385183,0.0945203940297306,0.0715224381430237,-0.0345604379823426,0.0103439021896969,1.68567154533082e-06,0.524090442201468,0.00213500374947904,0.0013423725817321,6.69796613968762e-06,0.00138184083024895,8,62
2018,26,492,Pacific dogwood,Cornus nuttallii,0.00291070694834489,46.8592060282876,Expand,0.000828345391608058,12.1310386771588,0.00621160108130679,0.0343855932783874,1.25792463600714,0.00119299034895868,9.03143820189835e-06,1937.00155096998,3.35510385698363e-07,0.000886558650011093,1.16580706235332,0.0047977476935117,2,53
2018,26,510,eucalyptus spp.,Eucalyptus spp.,0,,Stable,0,,0,0,,,0,,0,0,,,0,11
2018,26,511,Tasmanian bluegum,Eucalyptus globulus,0.000158315999273409,1.66522138264432,Expand,4.5367733622758e-05,,0.00950720432270743,0.0110270379157322,0,0.0214732738278445,2.06591760972297e-08,-1.16696994990947e-15,7.45021901155374e-05,0.000100226166671229,0,-1.38106481580063e-19,1,41
2018,26,542,Oregon ash,Fraxinus latifolia,-0.00374613369629771,-7.62520306545681,Decline,0.000418804312459156,0.207313152003027,0.049128313884101,0.0135467020988893,-0.0611909465400413,-0.0699591796120573,2.45908983858196e-05,6.02567653698039,0.00261048926821809,5.71415769778211e-05,0.00141373726291928,0.00116939137308913,6,541
2018,26,547,velvet ash,Fraxinus velutina,,,Stable,,,,,,,,,,,,,0,2
2018,26,603,northern California black walnut,Juglans hindsii,0.000538642119384615,4.35774690788926,Expand,0,0,0.0123605645479194,0.017208343622381,0,0.0576888408148549,0,0,-6.31345353541529e-20,-1.26269070708306e-19,0,-8.58615860933352e-19,1,91
2018,26,631,tanoak,Lithocarpus densiflorus,0.00186999293984643,0.730954121525142,Expand,5.35059104055581e-05,0.0207418000868711,0.255829043818055,0.274043421182174,0.00615233410095127,0.0127678397438951,1.67366808657258e-07,0.0251511998078915,0.000109275641201516,0.000136470087860883,7.45472274368394e-06,1.07419057139115e-05,202,227
2018,26,730,California sycamore,Platanus racemosa,1.98301491730987e-05,0.199624492617335,Expand,8.15850099094519e-06,1.94308660250336e-09,0.00993372552290547,0.0101240949549672,-0.0984781503781837,-0.0528363513329599,2.6915611874139e-10,1.52674965506308e-17,6.75424183558955e-05,7.01559830147318e-05,0.000117666216924451,0.00140698862160588,3,18
2018,26,747,black cottonwood,Populus balsamifera,0.010575222585039,Inf,Expand,0,,0,0.0994070922993662,Inf,Inf,0,,0,0,,,1,5
2018,26,748,Fremont cottonwood,Populus fremontii,-0.00118711884337748,-0.526386606103281,Decline,8.2758768154256e-05,0.0123095300493661,0.225522235864898,0.214642669260986,-0.0088664032586719,-0.00666587736188012,1.71798307008766e-06,0.0380078925906713,0.0550230906472979,0.0498440724804262,0.000413752733996296,0.0016718793143773,4,966
2018,26,763,chokecherry,Prunus virginiana,0.00262013461358726,Inf,Expand,5.74783588745962e-11,,0,0.0251532922904377,Inf,Inf,2.99983315590205e-21,,0,3.83978643955462e-19,,,1,6
2018,26,768,bitter cherry,Prunus emarginata,-0.00329235685915462,-4.62837942005031,Decline,1.71186725267493e-11,,0.0711341175896689,0.0382105489981227,-0.05,-0.0458076448828607,3.55197480469762e-21,-7.0196260908861e-15,-3.63722220001036e-18,0,6.63189783330589e-19,9.08356442224094e-19,1,49
2018,26,801,California live oak,Quercus agrifolia,0.00163161531759968,1.3605261976699,Expand,0.000162147432601092,0.142041836540136,0.1199253142199,0.135659241330172,0.0221092984430653,0.00271993329897608,5.71964137440132e-07,0.438915788879073,5.70570066315521e-05,7.70149764973925e-05,6.64707384281813e-05,2.70800128947197e-05,120,86
2018,26,805,canyon live oak,Quercus chrysolepis,0.000688880222467158,0.81983932626454,Expand,0.000459311809002027,0.568030502190113,0.0840262476314627,0.0919247667807118,-0.00589072087485228,0.00818146941871296,3.32615558652943e-06,5.08710441482333,0.000271895239657502,0.000296936129155815,0.000228977776402221,0.00027899127463233,54,63
2018,26,807,blue oak,Quercus douglasii,0.000679887292800644,1.04621340089932,Expand,0.000191359843962193,0.309310993784839,0.0649855270651491,0.0715239620086824,-0.00586090903208033,0.011956504681566,1.48300055986487e-06,3.8746315571855,0.00015191790158982,0.000166403871539806,0.00033519466148685,0.000381578740558582,18,158
2018,26,815,Oregon white oak,Quercus garryana,-0.000637362569031915,-0.50729012158692,Decline,0.000394174290776996,0.309928521626893,0.12564064268354,0.119295899038326,-0.0142922178712162,0.00541088019801752,3.94637433998749e-06,2.43974691862374,0.00151575843513702,0.00162473288924281,0.000557640406500729,0.000191760242452114,19,100
2018,26,818,California black oak,Quercus kelloggii,-0.000303809157024646,-0.520459192409962,Decline,0.000189253604146793,0.30966005621994,0.0583732906355005,0.0555771197314913,-0.0332456604458544,-0.00701277518743859,1.01229447129682e-06,2.71012251120396,0.000210069617406998,0.000129885538139557,0.000505016395069625,0.000182901478187346,30,111
2018,26,821,California white oak,Quercus lobata,0.000238352188507322,0.685570768391767,Expand,6.66664210069166e-05,0.19764062201865,0.0347669707485422,0.0367497326899321,-0.0768356351529362,0.0238930415005006,5.61793334833469e-07,4.93758659411087,0.00134974306738586,0.00145132630085771,0.000300427521146078,0.000134066496117316,22,488
2018,26,839,interior live oak,Quercus wislizeni,-0.00627482371101717,-4.76670753516006,Decline,0.000708643793486288,0.373053160227364,0.131638529629372,0.070311628000952,-0.0215680737109386,-0.0360805450892985,1.30163909953676e-05,3.60724846176165,0.00111202702267942,0.000444852996192802,0.00449880768804376,0.000670034609678567,31,102
2018,26,981,California-laurel,Umbellularia californica,0.000766200391481712,0.620480827641644,Expand,4.22571882166289e-05,0.0320902516183105,0.123484942217139,0.131106546463945,-0.00988263521932951,-0.00164629026280781,2.52677501671744e-07,0.145717471702375,0.00074167462977832,0.0008596724567332,0.000103428045491625,0.000220791341565018,127,546
2018,31,15,white fir,Abies concolor,0.00153398377464369,1.07628620508591,Expand,0.000101452258027299,0.079161382066728,0.142525637455443,0.158015552790469,0.0216436053523681,0.00571798810842251,2.66213072731559e-06,1.62081213219881,0.000982286491302548,0.000771542502481018,0.000245636452856869,0.000156945013984837,47,996
2018,31,18,corkbark fir,Abies lasiocarpa,0.00343706444414708,5.2741809779447,Expand,0.00238566181858914,4.66763514706535,0.0651677380529795,0.0997144110491052,0.149483842977066,0.0150140388799742,0.000116404278802798,445.599800151543,0.00402296534360692,0.00409920580907499,0.12580585538009,0.023271083336989,5,81
2018,31,19,subalpine fir,Abies lasiocarpa,-0.00376117358453038,-4.37314822669249,Decline,0.000504091592636026,0.455288892716969,0.086006085080154,0.0485918267261213,-0.0464948469837884,-0.0219594613994808,1.83613547718487e-05,14.9782103080474,0.000742325068270846,0.000601096555352283,0.00211678332997821,0.00256830699586581,8,280
2018,31,51,Arizona cypress,Cupressus arizonica,-0.00378709172231247,-2.76620532964748,Decline,0.000426543740627072,0.346146378922398,0.136905662125779,0.0985360616576586,-0.0452726328890398,-0.0169348800782928,4.90533306193797e-06,3.23043449806987,0.00537283383396946,0.00472078385018769,0.000573039324102513,0.000213940170463978,8,106
2018,31,58,Pinchot juniper,Juniperus pinchotii,3.00987248059592e-05,1.83013956307017,Expand,7.25511526185079e-06,0,0.0016446136356654,0.00178005789729222,-0.205170063116176,-0.20631183271108,9.53225146662763e-10,0,2.84594872889678e-06,3.33401504080679e-06,0.00060324032830575,0.00121242093574361,3,72
2018,31,59,redberry juniper,Juniperus coahuilensis,0.00409071254959035,8.61325635446917,Expand,6.44151834201705e-05,0.192541261249351,0.0474932172135779,0.0887967197140787,0.100115345191917,0.0851828014155271,8.62576718796568e-07,7.7067072389339,5.51332476912237e-05,8.55675218663112e-05,0.00198980954626119,0.000710678990698066,100,801
2018,31,63,alligator juniper,Juniperus deppeana,0.000273160297736899,0.222154566561538,Expand,1.01081320584714e-05,0.00830425833562292,0.122959569080581,0.125386333268032,0.00139977448193944,0.000680478822723295,5.1615116974931e-08,0.0348366835742496,8.19528101435151e-05,8.4093791961508e-05,1.22661777033074e-05,7.05919163557485e-06,208,1943
2018,31,65,Utah juniper,Juniperus osteosperma,0.00029445692852279,0.136842825372512,Expand,8.60234361003002e-06,0.00401983858066627,0.215178930807094,0.218346669366037,-0.00284228830592782,-0.000167071429874183,6.18087733899096e-08,0.0134968922641936,3.59789007760524e-05,3.55350194713283e-05,3.395143743707e-06,2.36400236339208e-06,1152,3211
2018,31,66,Rocky Mountain juniper,Juniperus scopulorum,0.00161162954248421,2.21164451242522,Expand,1.83976207086663e-05,0.0260010655678613,0.0728701892835819,0.0841517750771215,0.0124733526841966,0.0205488049304707,1.86580704862197e-07,0.372671087085195,3.96254776413438e-05,4.91182463252813e-05,0.000376450641085014,7.99242372661298e-05,207,2120
2018,31,69,oneseed juniper,Juniperus monosperma,0.00123357680523252,0.753810440518603,Expand,1.36391393751131e-05,0.00852518245411637,0.163645492145725,0.170967311227775,0.00693485282612234,0.00591603393334627,1.31068536547755e-07,0.0512073003577296,4.55771894827269e-05,4.72137927256859e-05,2.44724995431299e-05,1.65916307505555e-05,641,2709
2018,31,93,Engelmann spruce,Picea engelmannii,-0.00239548558796473,-1.61420887501682,Decline,0.000159414782347917,0.0982067972951171,0.14839997630045,0.126234614534762,-0.0151140474161924,-0.0270504201093396,5.30943525948532e-06,2.01499626172158,0.00141787452268993,0.00118116588445696,0.000268591882541725,0.000144103773607671,27,805
2018,31,96,blue spruce,Picea pungens,-0.000945782902542295,-0.802483894408509,Decline,0.000168230330900714,0.135204249457922,0.117856932597932,0.106428238058332,-0.0189582050459932,0.0066422584743804,5.06564048066314e-06,3.2719484202246,0.000944985392514926,0.00072374850765901,0.000371467881384955,0.000386932379887842,17,690
2018,31,106,common or two-needle pinyon,Pinus edulis,-0.000118733246823839,-0.111934600195843,Decline,4.70173497448944e-06,0.00442802622496474,0.106073766838942,0.104258845941137,-0.00123909605557002,-0.00435775874243186,2.02885290433717e-08,0.0179951155202018,1.30390010938302e-05,1.33984894067105e-05,4.86994254562628e-06,1.99131007119699e-06,1255,3528
2018,31,113,limber pine,Pinus flexilis,-0.00149617906682915,-1.78684710350059,Decline,0.000291463898294272,0.618484596052461,0.0837329094301355,0.0683780893962756,-0.0283121562589112,-0.0149941904233786,8.30558983502107e-07,3.73988903597167,0.00156971986769137,0.00238617168855701,0.000388958608600962,0.000349548274012123,2,40
2018,31,114,southwestern white pine ,Pinus strobiformis,0.000402054807037591,2.42839477368047,Expand,2.10468323393799e-05,0.125784421080922,0.0165564022536681,0.0200346307098513,1.74562298156392e-05,0.0142172817690304,2.55504501705597e-08,0.912596468790434,3.74510202528224e-05,4.93831491206793e-05,0.000351819031601613,0.000134161484154915,7,224
2018,31,118,Chihuahuan pine,Pinus leiophylla,0.00349116259050063,1.54767793423175,Stable,,0,0.22557423048314,0.253852647466196,0.0438181817582313,0.0135805848773223,-2.54804038830023e-21,0,-1.04367734304778e-17,0,-8.2122350754475e-19,-4.54254587214994e-20,1,26
2018,31,122,ponderosa pine,Pinus ponderosa,0.000279742820173842,0.175819416740832,Expand,1.10634451039341e-05,0.006946920092547,0.15910803559666,0.161247419807782,0.0010403460550428,0.000851400667835094,9.13055059743801e-08,0.0359998593309212,9.20035393170614e-05,9.89709314001974e-05,2.31769882315966e-05,4.82899527843357e-06,360,2868
2018,31,133,singleleaf pinyon,Pinus monophylla,-0.00223219953033718,-3.06939745624292,Decline,4.4128002456796e-05,0.0595781182923937,0.0727243559089117,0.0506900846948971,-0.027886680637649,-0.0337515413685223,5.14808611568445e-07,0.938406117906069,7.12280091397238e-05,9.4642040488472e-05,0.000143562230836465,8.43381325002081e-05,87,1018
2018,31,143,Arizona pinyon pine,Pinus monophylla,0.00210039153294753,3.91411867471004,Expand,2.55179644261425e-05,0.0602840022787331,0.0536619276906092,0.0748656037415882,0.0187231254070424,0.0453382028043224,1.90627537233775e-07,1.06389247472743,3.7407928639193e-05,4.16089287143637e-05,0.000156969074506265,0.000101325004064412,134,1127
2018,31,202,Douglas-fir,Pseudotsuga menziesii,0.000123932831707955,0.0960125570343254,Expand,2.61404379981241e-05,0.020256917511211,0.129079815740818,0.127947885154005,0.00126269960600595,0.00161114146238504,3.44658436189503e-07,0.206971197315709,0.000246195411513848,0.000261126417358298,4.64493774643965e-05,2.11234599846718e-05,104,1940
2018,31,313,boxelder,Acer negundo,0.00894946193453119,5.33237987287716,Expand,0.000786300837520877,0.261506593578199,0.167832415317073,0.254215095736611,0.157539896316348,0.0123446764053416,8.13788353545572e-06,0.900117656525602,0.00694866414631943,0.01321526558055,0.000612134530577475,0.00010610816030025,2,53
2018,31,322,bigtooth maple,Acer grandidentatum,0.000767660950794849,1.93065671339484,Expand,7.47379574356997e-05,0.222859736487945,0.0397616492600078,0.0462463335464476,0.0250501201454274,-0.0160354277524147,3.22186636138882e-07,2.86476036059623,0.000263829497742296,0.000271314382498929,0.000601956835619779,8.73244879997717e-05,8,224
2018,31,353,Arizona alder,Alnus oblongifolia,-0.00105646181965537,-1.35821051312986,Decline,0.000165156481739986,0.209933865518212,0.0777833634361182,0.0673201225125592,-0.022317745294587,-0.011668826665135,5.36577370903157e-07,0.866974078624685,3.70055988311574e-07,4.4099367732662e-05,2.45977351770149e-06,0.000150497591376471,2,78
2018,31,547,velvet ash,Fraxinus velutina,-0.000426579667383185,-1.9512930383052,Decline,0.000188224233973199,0.82047334366301,0.021861384169837,0.0171909791764252,0.0219260447589658,-0.00696463232006277,5.30896859220993e-07,10.0876041361603,0.000122927553106928,0.000132765359513552,0.0261860548781032,3.35980903431369e-06,3,60
2018,31,606,Arizona walnut,Juglans major,0.000198277983732739,0.831985108840183,Expand,9.25245973156808e-05,0.466435639164245,0.0238319149737122,0.0263403428604866,0.0357222622793251,0.00850441789464135,4.1132948814241e-07,10.4534318093389,0.000356349085213448,0.000207646134981891,0.00149604492568522,0.00129763955899712,4,187
2018,31,732,Arizona sycamore,Platanus wrightii,-0.00650621466625826,-4.90080365933994,Decline,0.000791301277621973,0.25271815542715,0.132758117209179,0.067319726782319,-0.0773236785650702,-0.0452964975776387,6.9372558837375e-06,0.707582146058903,0.0058568892701019,0.00263162422229681,0.000376240613875662,1.47229411274157e-07,2,45
2018,31,746,quaking aspen,Populus tremuloides,-0.00178882246309637,-1.06666839495249,Decline,3.31348789528117e-05,0.0171248946992152,0.167701834193376,0.149953297406681,-8.97767832654093e-06,-0.00867131510702696,3.23700147729273e-07,0.0864625301733579,0.000826279836650673,0.00069578371176002,0.000226471915157307,7.88213986398765e-06,65,1135
2018,31,748,Fremont cottonwood,Populus fremontii,-0.0222359081295286,-7.87392690564896,Decline,0.000379220480200671,0.0560953453319926,0.282399219550489,0.0893167748641836,-0.0971771750589525,-0.0724104136992552,6.27327022096925e-06,0.13726634802294,0.000430349274499967,4.57985444249572e-05,7.45634086521463e-06,2.5697951864691e-05,4,170
2018,31,749,narrowleaf cottonwood,Populus angustifolia,0.00228580083533188,2.80838066686845,Expand,0.000286559040481304,0.499761753465089,0.0813921297172548,0.104802393689134,0.693053597599787,-0.0126350846619633,2.89804113261665e-06,8.81459474126971,0.000972905151142109,0.000484384001369722,0.588621581441081,0.000385438039925231,5,138
2018,31,756,honey mesquite ,Prosopis glandulosa,4.6315244909258e-06,0.0179299812794268,Stable,3.71613936372459e-05,0.143943693529691,0.0258311730433322,0.0247612463771494,-0.021440530277287,0.000198873794300416,2.02960491447058e-07,3.04517885204547,2.69663402857314e-05,2.86283113012136e-05,0.000580999159772147,0.000550119562885165,56,567
2018,31,757,velvet mesquite,Prosopis velutina,0.00217635804202254,3.26258284799092,Expand,6.29983362034837e-05,0.103234622028122,0.0667065985270757,0.0886381513242609,0.00810642824758413,0.0359921140959796,6.69042926313802e-07,1.79658002933351,0.000409165069265853,0.000569894595776616,0.000327047254367942,0.000369825221588381,38,650
2018,31,803,Arizona white oak,Quercus arizonica,-0.00167671532773862,-1.28527317493395,Decline,2.50154203368493e-05,0.0187195378443803,0.130455949788634,0.114593429161661,-0.00177098200002653,-0.0172003486065319,2.3597256136364e-07,0.132140559714956,0.000118098167592848,0.000114581989007654,4.90301230762608e-05,1.32301224710215e-05,165,1451
2018,31,810,Emory oak,Quercus emoryi,-0.00111649498481627,-1.67868031167996,Decline,2.44466828671879e-05,0.0326625646665649,0.0665102805488275,0.05472974117964,-0.00263847837216186,-0.0245375497675858,1.22684139856184e-07,0.219002518966825,4.04505575997319e-05,3.04112342852265e-05,0.000112142026667533,2.03695501656614e-05,118,791
2018,31,814,Gambel oak,Quercus gambelii,-0.00114897906385864,-0.786356954765593,Decline,2.03994192751614e-05,0.0139443768113657,0.146114186044319,0.134273211538747,-0.0179688701563242,-0.00489243272460718,3.06413384315395e-07,0.143176038899828,0.000115537249478963,0.000116088401076413,1.38250452954323e-05,7.49719964822405e-05,357,2831
2018,31,826,chinkapin oak,Quercus muehlenbergii,0.00317021833327561,9.79100391306041,Expand,0.000502361881398422,3.84656447561897e-08,0.0323788894522532,0.0514001994519069,0.230602596084062,0.0178047777480123,4.50454584887747e-06,2.64097133873354e-14,0.000469890390325804,0.00118413787893213,0.0221314098321324,2.07984736512328e-05,2,71
2018,31,846,gray oak,Quercus grisea,0.00571930406566102,163.333821595455,Expand,0.000125299776573436,6.97564443630517,0.00350160426652269,0.0506851364857316,2.60077821605221,1.31027091526117,2.21342653693794e-06,6860.14334248794,1.35593862085512e-06,0.000140954636991854,2.19580060992283,0.558891156835584,29,544
2018,31,847,netleaf oak,Quercus rugosa,-0.00370977601469078,-12.5,Stable,,0,0.0296782081175262,0,-0.125,-0.125,-3.54478601859056e-21,0,-2.26866305189796e-19,0,0,0,1,36
2018,32,15,white fir,Abies concolor,-0.00218646520083423,-1.71551093745258,Decline,0.000335449939494101,0.313138153582351,0.1274527112069,0.103898932730493,-0.0155257379882309,-0.0256828450640664,2.62373422057551e-06,2.28631663801717,0.00196741350145021,0.00241795186037909,0.00015933343086661,0.000197242738047768,9,92
2018,32,18,corkbark fir,Abies lasiocarpa,0.00399216974973154,3.95139897103572,Stable,,0,0.10103180617788,0.140554286700222,0.00731969164813052,0.0273268998410444,-5.35011451067495e-21,0,0,-5.47851725893115e-18,2.25946410121077e-20,0,1,17
2018,32,51,Arizona cypress,Cupressus arizonica,-0.00762199268866972,-8.17607708341014,Decline,0.00158300539473842,0.341376934245134,0.0932231021174605,0.0207783574871747,-0.0393113945175961,-0.0808841492944772,2.12364009535597e-05,0.987607716094036,0.0033972600318379,0.000310933937202985,0.00776624839863825,0.000128010927193686,4,35
2018,32,59,redberry juniper,Juniperus coahuilensis,0.000802854397833982,1.75499807629754,Expand,3.17478677627851e-05,0.0793265868873836,0.0457467394794947,0.0534914807240279,-0.0019717365106482,0.010033865264093,1.61778511292339e-07,1.01001830940107,5.90220975313891e-05,5.70790812383774e-05,6.57260716011636e-05,9.25838514877235e-05,32,619
2018,32,62,California juniper,Juniperus californica,0.00493148984303289,4.94161221683736,Expand,0.000127105144769777,0.109972913289424,0.0997951604990376,0.149768729308646,0.0621161237024916,0.0263103319008825,8.25806722611235e-06,6.18192333585646,0.00305933111759594,0.00587148329825034,0.00450088715869538,0.000691276329698092,25,1966
2018,32,63,alligator juniper,Juniperus deppeana,-0.000364774568313839,-0.649602587166845,Decline,3.13511762161163e-05,0.0540731390833634,0.0561534968487048,0.052472918619788,-0.0156460576135785,-0.00954489066339602,1.22195511365494e-07,0.363505293328188,4.66205200298253e-05,4.44971731594505e-05,8.73240327749657e-05,5.79956405763997e-05,91,480
2018,32,65,Utah juniper,Juniperus osteosperma,0.00129741589303689,0.701884159512728,Expand,2.8516744757253e-05,0.01595420797932,0.184847581392576,0.197071025058301,0.0121980112550151,0.0067382641983484,5.04160349746657e-07,0.157804465539422,0.000158466729762461,0.000169131651165172,3.87221611893715e-05,1.85734261073334e-05,203,2384
2018,32,66,Rocky Mountain juniper,Juniperus scopulorum,-0.00216330552025771,-1.12246879930133,Decline,0.00118083767095301,0.283791614986725,0.192727452344711,0.179765436148825,0,-0.012935545366632,4.182661311341e-06,0.24158580866522,0.00956656653985731,0.00758826722756455,0,3.78769700648625e-05,2,14
2018,32,69,oneseed juniper,Juniperus monosperma,-0.00183161502467377,-1.3731707384053,Decline,7.38583189976434e-05,0.0527455061655252,0.133385818197733,0.112989736287147,-0.0251720342356458,-0.0095331588091525,2.16497306476265e-06,1.10414113079001,0.000413262538122047,0.000426671448837978,0.000187466486237528,0.000148232745347317,87,1527
2018,32,93,Engelmann spruce,Picea engelmannii,-0.0106101648571489,-3.44263087533307,Decline,0,0,0.308199317364292,0.203158685278518,-0.0562769818776533,0.0197068669628504,0,0,4.38281380714492e-17,-2.19140690357246e-17,-1.16130757119672e-18,-2.51542911459718e-19,1,17
2018,32,106,common or two-needle pinyon,Pinus edulis,0.00116259299676065,1.5930718642908,Expand,3.25938992294673e-05,0.0471582506062666,0.0729780635023775,0.0844979202467903,0.0118914418272842,0.0112620187608576,3.50274552066584e-07,0.733248733320321,8.61680965554464e-05,0.000106773322699783,6.6154001259621e-05,4.89326698495923e-05,66,1269
2018,32,112,Apache pine,Pinus engelmannii,-0.00719533753695552,-9.04061227880264,Decline,0.0011636643883338,0.462301714151259,0.0795890512175409,0.00847789150978583,-0.0905705172046352,-0.0919738955951414,1.14754999185088e-05,1.81120302197898,0.000860025624077229,7.98410641877846e-05,0.000143572994903739,0.000154879294918567,4,35
2018,32,113,limber pine,Pinus flexilis,4.59583911248714e-05,0.283407269841309,Expand,0,5.21352389972876e-09,0.016216376930135,0.0164737439204343,0,0.0035892857142857,0,2.46803389110486e-17,-8.5068486546626e-20,8.5068486546626e-20,0,0,1,6
2018,32,114,southwestern white pine ,Pinus strobiformis,-0.000343638404421708,-0.69263018530416,Decline,0.000156672764142374,0.274464867261603,0.0496135472742649,0.0459460161024922,-0.033398874001616,0.0162678000335415,5.72336462982913e-07,1.75645863024934,0.000422804544348384,0.000242717940984405,0.000381775606313191,3.71284556197542e-05,6,92
2018,32,118,Chihuahuan pine,Pinus leiophylla,-0.00201920763860973,-6.56404495899395,Decline,0.000210535624887104,0.49767477767917,0.0307616363267446,0.0109075929893661,-0.0727220962110585,-0.0647411799379864,6.29592816844413e-07,3.51803243597233,2.39615245735438e-05,2.51443697932463e-05,0.000253190811524295,0.000375473187424309,8,57
