YEAR,spSC,SPCD,COMMON_NAME,SCIENTIFIC_NAME,FSI,PERC_FSI,FSI_STATUS,FSI_INT,PERC_FSI_INT,PREV_RD,CURR_RD,TPA_RATE,BA_RATE,FSI_VAR,PERC_FSI_VAR,PREV_RD_VAR,CURR_RD_VAR,TPA_RATE_VAR,BA_RATE_VAR,nPlots,N
2018,0.05,59,redberry juniper,Juniperus coahuilensis,0.000504666226634908,8.17319987685493,Expand,1.67427762641687e-05,0.332459585725931,0.00617464682423874,0.0113697384533559,0.0344192363632836,0.0754478459619382,5.95147146503991e-08,23.4664355378349,1.59263389125762e-06,5.25354018685561e-06,0.00119892626496089,0.00308312557336497,51,818
2018,0.05,62,California juniper,Juniperus californica,-0.00094989651760022,-4.92680032678132,Decline,5.97811036656849e-05,0.254462985808115,0.019280191089473,0.0101573040618623,-0.0717633483725718,-0.00645453521663206,2.79242455956035e-06,50.5944441923281,0.000117032779303363,0.000152443743917988,0.00201038410612404,0.00700306208400746,38,3004
2018,0.05,63,alligator juniper,Juniperus deppeana,0.000486951367467217,1.68402116826645,Expand,7.34333747886078e-06,0.0283411881690826,0.0289159885067532,0.031384520662508,0.0119604092848784,0.00816303775059708,3.53125222164675e-08,0.525990463576741,1.3694269782774e-05,1.37676884704726e-05,4.14063994002046e-05,0.000120804984730403,265,2518
2018,0.05,64,western juniper,Juniperus occidentalis,0.000300203921630526,1.39662486586136,Expand,1.94373411292102e-05,0.0993289014600706,0.0214949575199907,0.0246530773945978,0.016739498375711,-0.00337622495715537,1.46894532984107e-07,3.83604050431021,1.26521316718536e-05,8.15425882042752e-06,0.000179106604951213,0.000200376312303183,502,1496
2018,0.05,65,Utah juniper,Juniperus osteosperma,-3.22660019971413e-05,-0.125940232354743,Decline,1.29262836140237e-06,0.00501267191181681,0.0256200908906186,0.0253435999115522,-0.0096980112544305,-0.00331278864017181,3.10935929371426e-09,0.0467586655298194,6.21040308271195e-07,5.81660288427697e-07,4.03297969321372e-06,4.28932102717473e-06,2145,7151
2018,0.05,66,Rocky Mountain juniper,Juniperus scopulorum,0.000319246076041467,0.954151315786858,Expand,8.25688874061932e-06,0.0256112012051653,0.033458642330561,0.0352070048952357,0.00184371058193058,0.0211391764181678,8.49497141294187e-08,0.817314027094127,7.70845945114633e-06,6.93090570645882e-06,6.62489684414903e-05,0.000122682684789976,366,4789
2018,0.05,69,oneseed juniper,Juniperus monosperma,0.000311198501462857,1.12480656345714,Expand,6.4172054142826e-06,0.0237977688264884,0.0276668461558737,0.0300933096932068,0.0075861952558703,-0.00461644570969161,3.51571609024853e-08,0.483497682735665,4.00626993831832e-06,5.15388048359001e-06,6.22549227446523e-05,4.19961926024681e-05,559,3282
2018,0.05,72,subalpine larch,Larix lyallii,0.000284091673100004,1.09150100779204,Expand,7.99380772549842e-05,0.316446117745769,0.0260276143651651,0.0286238997016832,-0.00627718317076739,-0.0230947522631567,2.20528694893437e-07,3.45586887074369,3.29712137089661e-05,4.70622231076581e-05,0.000249384603969684,0.00113166699608169,15,135
2018,0.05,73,western larch,Larix occidentalis,0.000695849171259508,2.62673587276953,Expand,1.45081706832534e-05,0.0573825867770536,0.0264910217457773,0.0336468537641333,0.0256783822615683,0.0159761136807052,9.71806075431025e-08,1.52024835287614,4.75306684878744e-06,1.20579409842102e-05,0.000146913524606679,0.000114513944270361,438,1776
2018,0.05,81,incense-cedar,Calocedrus decurrens,-0.00012165954592507,-0.320156916976773,Decline,1.94766565526549e-05,0.0506463185890977,0.0379999742232327,0.036820986834942,-0.00241447227737358,-0.0085949445741297,3.44215945785435e-08,0.232754420631116,5.39477907642123e-06,6.11849043813463e-06,2.71571515434046e-05,3.16736066595106e-05,408,351
2018,0.05,92,Brewer spruce,Picea breweriana,-0.00045231569274631,-3.16165716544813,Decline,0.000257072450177513,1.73337919635798,0.0143062852509563,0.00995995467270861,-0.0349047706795344,-0.0968824287276917,8.0101524553421e-07,36.4180651210682,9.16124532160329e-06,6.83933129222822e-05,0.00126404345407043,0.000181279557883849,6,49
2018,0.05,93,Engelmann spruce,Picea engelmannii,-0.000103721612365597,-0.229825869646829,Decline,2.72094249220606e-06,0.00595526105317958,0.045130521000523,0.0441088893779163,-0.0027308134690568,-0.0046473792816986,1.3276151387677e-08,0.0635967727626308,2.92464857704014e-06,2.71632293320318e-06,5.16652457921412e-06,1.16886577400513e-05,1411,6891
2018,0.05,96,blue spruce,Picea pungens,-0.000320334126409873,-0.728338034880583,Decline,4.58755063867875e-05,0.0986439518326495,0.0439815183429758,0.0426457720100978,0.00013631604561961,-0.0108058448401295,4.67089162258942e-07,2.15962811763905,9.14675123862061e-05,6.86423179016096e-05,0.000194565409362446,0.000473376484751704,55,855
2018,0.05,98,Sitka spruce,Picea sitchensis,0.000131631348190467,0.640728444222085,Expand,2.52843664502058e-05,0.127373003637243,0.0205440150780697,0.0220237021157515,0.00344278895797464,0.0193111399864852,6.18381699063093e-08,1.56930463204965,7.38640530219602e-06,7.08963678432764e-06,0.00030318891579549,0.000458945098379567,77,374
2018,0.05,101,whitebark pine,Pinus albicaulis,5.29741235555237e-05,0.190286991256085,Expand,7.11146629971375e-06,0.0256037711155379,0.0278390672982117,0.0279538561560786,-0.000580202695396917,0.00597276949157886,3.16037133478733e-08,0.409663879766102,5.02223523706453e-06,7.25647103782427e-06,4.57500623337843e-05,6.46333989544875e-05,251,2403
2018,0.05,102,Rocky Mountain bristlecone pine,Pinus aristata,0.000124915956803036,0.437666346970804,Expand,4.50879027188478e-05,0.16274611704916,0.0285413666523848,0.0298537706155962,0.0303521527816081,-0.00357212166252233,1.27313777080465e-07,1.65873345895101,3.66253991278759e-05,3.18965347423475e-05,0.000336727394408136,0.000631013811352591,36,243
2018,0.05,103,knobcone pine,Pinus attenuata,0.000723202469567191,2.3990827312346,Expand,0.000228760451726218,0.832107726847524,0.0301449574936093,0.0368866855152266,0.00485624780774815,0.0383103036590005,3.15470081071884e-06,41.7402836600731,0.000134610145572213,0.000203004123487605,0.00260933067929427,0.00496405067372255,19,234
2018,0.05,104,foxtail pine,Pinus balfouriana,-2.80819865303354e-05,-0.088206039203324,Stable,9.64366050115549e-05,0.29580646913914,0.0318368070757644,0.0316684377110755,0.00585200937696468,-0.00254809449374241,1.82946848935872e-07,1.72129950129925,0.000225408142032112,0.000145258822047287,0.000348171120460173,0.000187671881604411,8,78
2018,0.05,106,common or two-needle pinyon,Pinus edulis,-2.50562549563171e-05,-0.0574292731064318,Decline,2.99478857844672e-06,0.00685190439442397,0.0436297616197947,0.0435179930234309,-0.00620314611981186,-0.00108766662739998,1.39373391039728e-08,0.0729575295413539,1.8881300585773e-06,1.91593553834233e-06,6.23024941726036e-06,1.03493268981332e-05,1471,5972
2018,0.05,108,lodgepole pine,Pinus contorta,0.00130350648924859,3.27654131558661,Expand,5.143888419985e-06,0.0146691506632796,0.0397830017600501,0.0528355041712466,0.0327932652456673,0.032732461408426,3.55386700422216e-08,0.289020089174107,4.70130044776091e-06,6.94285915986312e-06,3.57415919725253e-05,3.00631848073767e-05,1747,5162
2018,0.05,109,Coulter pine,Pinus coulteri,-0.00340673911854669,-10.224704520209,Decline,0.000142458555539881,0.0518406176002079,0.0333187048272476,0.000718189319061201,-0.0958735809027407,-0.103198562927064,4.0450916340119e-07,0.0535662969909737,3.41855222546946e-05,4.64618547232274e-07,4.09717958100554e-05,2.33651859176726e-06,7,79
2018,0.05,112,Apache pine,Pinus engelmannii,-0.00173342878778324,-9.97330153121576,Decline,0.000173626860718488,0.0345499224125838,0.0173806916632143,0,-0.0991583183935764,-0.100854012547871,1.69070500068173e-07,0.00669465442823876,1.81937793728057e-05,0,5.92957845396817e-08,6.50414385881068e-08,2,24
2018,0.05,113,limber pine,Pinus flexilis,-0.0002746518106422,-0.712260225185622,Decline,1.54684381698033e-05,0.0392475941045439,0.0385605991926087,0.0362652213659981,-0.00787666195389703,-0.0103051823451102,1.32956309181661e-07,0.855937587314596,1.18253037016835e-05,1.52455893674932e-05,7.42425025566163e-05,9.66792980996271e-05,144,2137
2018,0.05,114,southwestern white pine ,Pinus strobiformis,-0.000617327521040695,-2.35786122750695,Decline,3.15636800861067e-05,0.11942022237171,0.0261816731976808,0.0202036972915365,-0.0345054358724912,-0.0448529262657914,1.61203547353683e-07,2.30757103838657,2.28226223970606e-05,2.83547577501625e-05,0.000186772760799092,0.000446260571728482,28,624
2018,0.05,116,Jeffrey pine,Pinus jeffreyi,-0.000130744917520917,-0.476631923890332,Decline,2.72993042638308e-05,0.0968153392171793,0.0274310030376815,0.0261628016179908,-0.00374529671591209,-0.0177614169915841,5.79244972397264e-08,0.728530029770501,8.58321708722548e-06,7.45445335240282e-06,9.47101279661237e-05,6.96569400127499e-05,237,301
2018,0.05,117,sugar pine,Pinus lambertiana,-2.33379429683457e-05,-0.122887511294444,Stable,2.58164742754398e-05,0.135087497192736,0.0189913057254671,0.0187099490605791,-0.00518144668839682,-0.0147632972038985,5.59667902020466e-08,1.53238131965534,4.49974999066522e-06,4.30055374382294e-06,0.000109310784142503,0.000130507971031865,224,325
2018,0.05,118,Chihuahuan pine,Pinus leiophylla,-0.00459701688400803,-4.04162956028043,Decline,0.00115708627247248,1.02166479087702,0.113741668192101,0.0674045290690841,-0.0324255544726212,-0.0583050630039441,1.86682954232577e-05,14.554256885911,2.11045219066124e-07,0.0017640444303427,0.00269384247419122,0.000386297212020936,2,56
2018,0.05,119,western white pine,Pinus monticola,0.000282108817882111,2.22137765056144,Expand,1.01394408334734e-05,0.0883206871059112,0.0126997234266226,0.0155599850677476,0.00886225153486666,0.0236261694520927,3.03645163858521e-08,2.30389793769058,1.64075416636962e-06,1.96755678845892e-06,0.00014486064112042,0.000270912788011496,205,1137
2018,0.05,120,bishop pine,Pinus muricata,-0.00097382373794319,-5.03150738513012,Decline,0.000269795423293451,0.232942079469698,0.0193545127414735,0.00940396023620964,-0.0630782838460522,0.0434103884334183,7.68528756313896e-07,0.572910605859856,0.000234802292123694,4.28378561935159e-05,0.000363272810537177,0.018541069925622,4,43
2018,0.05,122,ponderosa pine,Pinus ponderosa,-2.27139919818179e-05,-0.0624868146472761,Decline,2.49600384878304e-06,0.00685347123781745,0.0363500557838213,0.0363433223377281,-0.00145214763279052,-0.00998622436524865,1.25179058698445e-08,0.0943761744362435,1.56243779353589e-06,1.88665461244716e-06,1.02685600561863e-05,1.08413026515113e-05,2865,7721
2018,0.05,124,Monterey pine,Pinus radiata,-0.00164415855019419,-7.56684486025679,Decline,0.000145190356474284,0.941720768348766,0.0217284559226235,0.0059328103183738,-0.0155974883652846,-0.0930647169558009,2.17079842199325e-07,9.13246992595611,6.35244252030491e-06,4.87124293143062e-05,0.000434560935497064,0.000229080705728164,2,42
2018,0.05,127,gray or California foothill pine,Pinus sabiniana,0.000498958999122468,3.96551199559046,Expand,2.9280126956661e-05,0.301517902354552,0.0125824609704194,0.017454733089253,-0.0108238124358502,-0.000361621042097694,1.50327204043571e-07,15.9410849184665,2.74217717455387e-05,2.73167188714421e-05,0.00405472178362026,0.000777371964397708,59,676
2018,0.05,133,singleleaf pinyon,Pinus monophylla,-8.55657191129506e-05,-0.169262856576284,Decline,5.45629417050385e-06,0.0107363291072771,0.0505519762833423,0.0487406687787838,-0.0110922595086853,-0.00349471256742609,1.87826356461547e-08,0.0727231382262916,4.40183888139764e-06,4.6173920315329e-06,7.03098670074092e-06,1.73946524463979e-05,713,2426
2018,0.05,134,border pinyon,Pinus discolor,-0.000544094382178418,-3.35369666259115,Decline,5.6606968345758e-05,0.290871811523965,0.0162237207749743,0.0106460464938689,-0.0197833212686913,-0.0609198326002048,1.73148459572878e-07,4.57174618161546,1.19404384563639e-05,9.92068594851435e-06,0.000472698534184605,0.000373325700477136,27,210
2018,0.05,135,Arizona pine,Pinus arizonica,-0.000132503521746693,-1.52666197547666,Stable,0.000607245173214756,6.42366697086298,0.00867929665342731,0.00703045172392428,-0.0662660541097907,0.00710632365369788,1.5873104283032e-06,177.623229133265,4.5650061794792e-05,3.5745655875712e-05,0.00252043412688226,0.0288041918342085,2,19
2018,0.05,137,Washoe pine,Pinus washoensis,0.000777566519013346,1.54459319613147,Expand,0.000136119426073961,0.678656539535666,0.0503411850421723,0.0581344613635672,0.000386794199675115,2.2065804570564,1.18401329981311e-07,2.94317739198905,0.00113139579423495,0.000912465574885828,3.08472630279701e-07,9.99790395015061,2,27
2018,0.05,140,Mexican pinyon pine,Pinus cembroides,-9.15636973126757e-05,-0.46272841666352,Decline,6.78043035960416e-05,0.339840987497263,0.0197877835065525,0.0185642063374997,-0.0168289133393546,-0.0211642466089969,1.74220720344144e-07,4.37659943106116,1.38605287739532e-05,2.45482911484211e-05,0.000225768601748794,0.000609037698644086,22,148
2018,0.05,142,Great Basin bristlecone pine,Pinus longaeva,-0.000443965941835991,-3.22533255056372,Decline,6.71935611934692e-05,0.349467277458273,0.0137649663988414,0.00955573769182702,-0.0494931693401269,-0.0048063997388585,2.08708049466182e-07,5.64542854348077,2.62125494457665e-05,6.8467042141287e-06,0.000570238166695129,0.000253917810685294,11,180
2018,0.05,143,Arizona pinyon pine,Pinus monophylla,0.00104288644592066,3.93957772325881,Expand,2.54301401397053e-05,0.109795191225496,0.0264720363241872,0.0372642748318466,0.0286579439163785,0.0419481411275611,1.95883119149436e-07,3.65145659740924,1.59867181828936e-05,2.71222461635575e-05,0.000310965689444309,0.000424684570831828,69,1166
2018,0.05,201,bigcone Douglas-fir,Pseudotsuga macrocarpa,0.000379838502562908,8.32467037494569,Expand,6.64724056232954e-05,3.01689386585181,0.00456280531786685,0.00828832642095679,0.00694359925999025,0.0114888649868637,4.78031187804809e-08,98.4676342109235,1.12620184031793e-05,6.74967831232317e-06,0.00477086052975992,0.00409533785922232,3,44
2018,0.05,202,Douglas-fir,Pseudotsuga menziesii,-9.6306604197139e-05,-0.223280678733111,Decline,1.42965596627117e-06,0.0032700569842479,0.0431325293095579,0.0424224719917506,-0.00510586990342043,-0.00524249892063115,4.85861838064759e-09,0.0254191104574903,1.22597151752711e-06,1.08756925228964e-06,2.28831042466898e-06,4.01372634691065e-06,5515,9134
2018,0.05,211,redwood,Sequoia sempervirens,-9.61960481539166e-05,-0.224734608536158,Decline,4.8393128490003e-05,0.113166916277318,0.0428042875908182,0.0420671731729058,-0.011648597226601,-0.017191676645179,6.1921235990334e-08,0.338618890314017,9.67083136113733e-06,1.59029887621327e-05,1.47725426668061e-05,4.21215029406705e-05,120,104
2018,0.05,212,giant sequoia,Sequoiadendron giganteum,-0.00424386044148069,-9.9009900990099,Stable,,0,0.0428629904589549,0,-0.099009900990099,-0.099009900990099,-2.43421182082602e-20,0,0,0,8.37327154278235e-18,-9.67075712322714e-18,1,29
2018,0.05,231,Pacific yew,Taxus brevifolia,-0.000180657318192544,-1.44249088378347,Decline,1.23982380962014e-05,0.0816421775889798,0.0125239833557008,0.0106703061920241,-0.00708854712588992,-0.0169058693689916,3.65569142397923e-08,1.5851805867737,1.12290097606205e-05,5.13916546774682e-06,0.000145834572234158,0.000160329135657003,76,916
2018,0.05,242,western redcedar,Thuja plicata,0.000200014600589086,0.720023586663251,Expand,5.2172852647113e-06,0.0198333664637089,0.0277788956214613,0.0296712472899797,0.00513969021576298,0.0114030768769477,1.22343070270457e-08,0.176800334221257,3.15350678178016e-06,2.62644830314722e-06,1.33115184301954e-05,2.3017842571565e-05,589,1729
2018,0.05,251,California torreya (nutmeg),Torreya californica,-0.000511484766446884,-4.96857735109596,Decline,9.45637924975429e-05,0.696153825262929,0.0102943907340813,0.00527977510492063,-0.0435185654734624,-0.0542665968807128,3.3421562652323e-07,18.1128761209949,2.01632246959041e-05,1.58014467652975e-05,0.00190501626357171,0.00170104469241912,6,146
2018,0.05,263,western hemlock,Tsuga heterophylla,0.000846067229820413,2.5817091308,Expand,5.99071591602792e-06,0.0213099533347284,0.0327715938146076,0.0412604096628186,0.026671503346144,0.0260463462416107,1.03475079403846e-08,0.130931250163263,1.68555107727016e-06,1.73835410115353e-06,1.71138536011918e-05,1.59901656838717e-05,1281,1110
